SquareFootage,NumBedrooms,SchoolRating,RenovationQuality,IsLuxury
1247.06,2,7.45,5.49,1
689.99,3,9.06,5.5,1
587.82,3,6.37,4.85,1
1140.53,4,6.44,3.74,0
742.88,2,8.12,7.31,0
1598.52,3,9.69,5.56,1
550.0,2,6.49,2.81,0
1532.66,4,8.27,7.32,1
2024.4,2,5.01,5.63,1
1327.51,4,10.0,6.38,0
1262.8,2,7.64,3.36,1
570.34,2,4.08,4.6,0
1137.38,2,3.8,0.79,0
550.0,3,5.93,5.31,0
993.33,4,7.26,3.9,1
650.07,3,5.96,4.43,0
935.67,2,5.97,4.83,0
1187.94,5,8.64,4.45,1
1158.16,5,7.38,5.64,0
1070.45,3,7.48,4.4,1
1139.31,4,6.72,5.59,1
825.43,2,7.29,4.89,0
857.34,2,5.15,5.08,0
1334.34,3,6.75,5.75,0
1380.39,3,10.0,9.06,1
1295.36,2,4.39,4.92,1
694.2,4,8.75,3.25,1
550.0,4,7.73,5.21,0
1798.59,3,9.22,2.84,1
550.0,4,6.35,5.26,1
1112.62,2,2.42,3.68,0
550.0,4,3.95,1.7,0
1482.32,2,5.07,6.67,1
1287.98,3,7.6,3.63,1
1236.81,3,5.76,5.15,1
790.99,2,3.81,2.7,1
1006.86,2,6.83,4.43,1
1396.88,5,10.0,7.48,1
1143.53,2,5.68,6.98,1
1705.16,3,9.31,4.97,1
1001.8,4,8.27,5.69,0
915.19,3,6.01,5.1,1
1154.13,4,7.18,3.92,1
944.48,3,5.99,7.88,1
666.65,4,7.96,3.02,1
675.76,3,5.91,3.58,0
1261.2,5,9.06,3.69,1
593.3,4,8.49,2.6,1
659.08,4,10.0,8.62,0
1875.77,4,7.05,6.08,1
1793.47,2,6.73,6.5,0
853.43,5,5.64,3.73,1
550.0,4,7.03,6.66,0
1611.13,3,4.36,4.23,0
885.92,3,6.68,6.25,1
1195.55,3,5.17,3.19,0
839.29,5,8.5,5.91,1
550.0,3,6.52,5.31,0
1941.32,4,3.9,6.08,1
550.0,3,6.99,5.61,0
550.0,3,6.16,2.32,0
853.76,4,8.24,4.36,1
1033.37,3,4.52,4.15,1
1173.15,4,7.19,2.04,1
1820.82,4,7.02,4.24,0
999.38,3,4.54,3.66,1
1236.63,3,8.75,1.35,0
1318.16,3,9.07,6.77,1
1490.23,5,8.78,6.07,1
550.0,4,7.82,8.89,0
1334.33,1,6.17,4.77,1
1448.76,2,6.96,8.07,1
1792.24,4,10.0,3.96,1
1131.43,4,7.86,5.61,0
1064.72,4,6.74,4.96,1
1600.25,4,8.99,6.27,1
647.08,5,7.66,5.98,1
550.0,3,4.95,3.12,0
1381.99,4,5.05,6.6,1
905.37,3,9.91,5.39,1
1279.97,4,7.61,5.5,0
1204.83,4,7.68,6.31,1
550.0,2,4.29,2.28,0
2277.23,3,7.12,7.51,1
579.71,1,6.73,4.2,0
550.0,4,9.06,3.88,0
767.05,2,8.62,6.6,1
1692.07,5,9.83,4.54,1
1403.29,5,7.81,8.63,1
609.92,1,2.53,2.33,0
779.94,4,6.4,1.66,0
1551.51,2,9.15,5.59,0
858.13,2,6.54,3.79,1
838.47,2,5.0,2.1,0
1208.75,1,6.17,4.43,0
1067.85,2,5.16,6.22,0
550.0,4,8.32,4.9,0
1261.09,3,6.45,5.48,1
962.64,2,7.81,1.49,0
1670.63,2,7.0,5.58,1
1789.95,2,9.21,5.89,1
1295.36,3,9.72,6.69,1
550.0,3,4.64,6.1,0
1063.8,2,3.47,0.52,0
550.0,2,4.92,0.36,0
999.91,3,4.83,4.29,0
1297.6,4,10.0,6.6,1
1553.57,4,10.0,8.8,1
1165.23,4,10.0,5.89,1
878.26,2,3.34,2.75,1
1504.02,2,6.53,4.36,0
1956.12,4,9.04,5.55,1
550.0,4,6.23,0.76,0
550.0,3,7.84,1.39,1
1507.57,3,8.01,5.95,0
1496.01,1,5.52,2.59,0
1999.62,4,9.89,6.9,1
762.42,4,5.95,1.64,0
1201.92,3,5.88,4.74,1
1584.13,4,8.67,6.41,1
890.09,4,10.0,6.93,1
2218.22,4,9.2,4.68,0
1463.95,3,9.13,7.07,0
1262.48,4,10.0,5.0,1
1156.5,5,7.93,5.93,1
1065.81,2,6.61,3.62,0
1154.31,3,8.63,3.73,1
570.62,3,7.37,5.63,0
1681.58,3,6.92,10.0,1
1270.45,2,6.64,6.81,0
1538.84,3,10.0,6.71,1
550.0,5,7.46,5.91,0
1257.89,4,7.0,4.33,1
743.76,2,7.74,3.18,0
550.0,3,9.61,5.25,1
769.45,2,3.44,5.54,0
1129.74,4,8.36,4.2,1
550.0,4,9.59,5.21,0
1320.61,4,10.0,7.27,1
1838.25,2,6.21,7.46,1
1417.73,4,9.53,7.37,1
1555.84,3,7.83,4.29,1
730.35,2,9.44,8.82,1
1923.1,2,8.76,5.45,1
812.28,2,8.59,5.52,0
550.0,2,7.23,0.67,0
1302.97,4,10.0,7.81,1
1556.12,2,7.33,6.08,1
1300.81,4,9.01,5.51,1
1635.4,3,10.0,10.0,1
550.0,2,6.4,5.26,0
1092.1,2,7.43,5.1,0
946.9,3,6.08,1.35,0
1168.46,1,3.46,5.73,0
1216.56,4,9.57,7.79,1
797.81,3,5.9,2.84,0
550.0,4,8.65,6.9,0
550.0,4,7.07,5.11,0
550.0,4,8.92,1.14,1
1134.26,2,3.72,4.78,0
709.19,2,4.45,3.27,0
1640.35,3,6.41,4.9,1
550.0,3,4.44,3.6,0
1151.93,3,4.67,4.41,1
1027.26,3,5.01,3.25,0
1628.62,4,10.0,10.0,1
1024.61,2,6.13,5.59,1
641.92,4,8.73,5.51,0
1478.31,3,9.21,6.75,1
1432.2,4,6.95,7.66,1
594.62,2,6.23,6.92,1
1194.72,3,6.65,7.96,0
829.94,2,6.82,6.37,0
1668.25,5,7.54,9.06,1
550.0,3,3.52,0.78,0
702.41,3,9.12,6.42,1
550.0,4,4.83,4.5,0
550.0,3,7.65,5.95,0
674.28,4,5.89,5.3,1
550.0,2,5.71,2.11,0
1191.59,3,5.56,4.76,0
931.73,2,7.77,3.17,0
1488.74,3,8.4,5.88,1
1218.44,3,6.85,6.52,1
682.7,2,8.04,3.75,0
1647.67,3,7.94,4.57,1
853.04,1,3.65,3.1,1
595.71,1,3.59,2.48,0
1106.95,2,7.17,3.77,0
1091.16,4,10.0,7.65,1
550.0,4,9.86,4.96,0
1519.89,3,6.66,5.09,1
1835.88,4,7.53,5.28,1
550.0,2,4.96,2.23,1
550.0,4,6.36,2.64,1
1072.14,2,9.77,6.32,1
931.61,3,8.26,4.85,0
550.0,4,6.52,6.5,1
1006.33,2,7.41,9.97,1
550.0,2,4.93,6.65,0
1065.79,2,2.86,3.07,0
550.0,1,5.09,4.09,0
977.03,4,9.22,5.83,1
550.0,2,7.56,2.77,0
828.63,3,8.72,7.06,0
550.0,3,6.26,1.48,0
1195.99,3,7.74,5.74,0
1122.01,3,9.77,6.91,1
1153.29,3,10.0,3.41,1
859.83,3,7.67,5.14,1
550.0,5,5.67,2.92,1
550.89,5,9.45,3.76,1
550.0,2,7.06,4.81,0
1070.82,3,4.52,3.26,0
941.24,3,10.0,3.51,1
550.0,3,7.3,1.32,0
913.84,4,8.21,1.42,1
1441.86,3,7.75,6.47,1
1201.17,4,8.01,5.83,1
737.43,3,7.66,4.39,0
1931.09,5,10.0,6.76,1
1378.95,3,7.93,7.54,0
1202.42,2,9.59,5.0,1
933.54,3,5.87,5.22,0
550.0,4,5.03,6.36,1
1318.62,1,7.43,4.49,1
1338.96,1,4.36,2.75,1
550.0,2,5.61,4.9,0
759.96,3,2.38,2.62,1
555.88,3,8.67,5.99,1
1510.32,3,6.23,2.58,0
550.0,4,5.32,2.61,0
670.93,4,9.28,6.21,1
2003.59,3,7.02,6.36,1
1249.28,4,10.0,5.49,1
1621.94,2,5.88,7.46,0
550.0,3,7.16,4.15,0
1303.24,3,8.94,4.79,1
1486.63,4,3.98,4.8,1
550.0,4,6.43,6.58,1
550.0,1,5.48,2.22,0
1138.98,4,7.61,5.12,1
1488.04,1,6.58,3.96,0
796.96,1,7.04,1.52,0
1813.67,3,6.41,7.21,1
1466.29,3,10.0,6.43,1
1689.08,2,5.07,5.43,1
2482.45,3,9.21,5.83,1
1377.51,4,5.7,3.41,1
2249.93,4,8.38,7.98,1
764.69,2,6.3,4.25,0
550.0,1,6.15,4.9,0
612.66,2,5.53,6.82,0
550.0,3,3.71,1.89,0
1315.31,3,5.47,4.35,0
1381.63,3,6.94,6.82,0
1316.55,2,6.81,5.01,1
929.41,3,8.63,4.61,0
1036.9,3,4.72,5.25,0
1166.6,2,5.72,2.99,0
600.31,2,8.25,0.78,0
550.0,3,4.06,4.81,0
1386.17,3,8.07,2.14,1
919.36,2,5.43,5.82,0
1608.98,3,8.7,4.41,0
1125.06,1,6.58,3.53,1
2468.58,3,6.22,5.89,1
1592.82,3,6.09,5.76,1
736.17,3,5.79,2.49,0
1435.66,3,6.95,6.42,1
1731.68,2,3.33,7.27,1
1605.01,2,6.59,5.99,0
550.0,4,6.83,3.02,0
888.39,4,8.08,6.16,0
550.0,2,1.79,2.42,0
591.93,3,6.62,3.29,0
907.08,2,3.26,0.68,0
885.62,3,8.79,4.28,0
1293.03,3,5.6,4.92,0
550.0,3,7.98,7.26,0
982.41,3,7.52,3.69,1
550.0,2,4.18,2.66,0
680.25,3,7.36,4.2,1
810.88,2,3.96,4.12,0
1334.82,3,4.77,2.65,0
1440.35,3,7.48,5.69,1
1156.97,4,6.7,2.82,1
664.28,2,8.76,4.22,0
1707.82,3,7.55,6.33,1
1572.26,2,4.45,8.58,0
1561.56,4,6.15,3.93,0
1216.64,5,10.0,6.64,0
1586.43,6,4.63,6.72,1
1393.42,3,5.25,5.33,1
1312.07,3,9.83,5.99,1
1093.65,3,8.35,8.8,1
820.59,4,7.34,4.87,0
691.89,2,6.49,4.74,0
1090.36,4,8.53,2.68,1
550.0,3,4.22,3.13,1
1142.34,3,9.3,6.32,0
1001.9,4,6.76,3.44,0
1505.34,2,7.67,3.99,1
1222.16,4,5.77,7.51,1
1633.13,4,6.98,9.78,1
1135.3,4,8.2,6.0,1
679.57,2,7.35,3.8,0
550.0,2,5.92,2.39,1
728.37,2,3.96,4.62,0
1678.43,4,5.79,5.32,1
963.94,1,8.24,5.14,0
2816.76,1,2.05,3.12,1
695.79,2,5.87,4.57,0
1029.31,2,5.76,5.66,0
1068.57,3,8.0,7.35,0
1423.57,6,8.87,9.68,1
608.27,4,7.29,3.94,0
550.0,2,2.42,1.71,1
1438.6,5,9.09,6.77,1
550.0,3,5.88,2.73,0
1445.21,4,10.0,5.55,1
1419.79,2,5.68,3.8,0
1128.26,3,7.24,5.95,1
1504.98,2,7.06,6.76,1
1231.15,2,4.0,6.29,1
1017.91,2,5.13,2.69,1
648.52,4,4.72,4.48,0
1014.76,1,8.91,4.14,0
849.29,4,9.51,8.66,1
550.0,3,3.55,3.69,0
550.0,3,4.81,2.18,0
1153.92,3,7.06,6.09,1
1037.16,3,4.66,2.47,1
746.57,2,7.52,3.48,0
553.63,2,4.58,0.24,0
852.81,4,7.9,3.22,0
1278.89,3,6.24,6.48,0
731.64,3,7.75,3.71,0
1179.53,3,7.96,3.17,1
1379.4,1,4.36,3.96,1
1432.99,3,10.0,6.58,1
1679.32,3,7.8,8.54,1
1648.14,3,10.0,6.37,1
808.35,4,6.86,7.53,1
550.0,3,6.7,5.73,1
860.5,4,7.49,5.09,0
1573.03,2,5.19,3.89,0
1297.69,2,9.13,3.54,0
1016.55,4,10.0,6.74,1
1724.22,4,10.0,6.52,1
1455.1,2,9.14,7.09,0
923.29,1,8.84,6.07,0
1772.98,3,7.83,3.9,1
1450.16,4,5.84,9.07,1
592.47,2,8.63,6.67,0
917.22,2,2.98,3.87,0
550.0,3,6.69,4.39,0
1327.58,4,8.58,5.71,1
752.77,1,2.65,2.68,0
981.82,4,6.5,2.22,1
1080.31,3,3.76,2.68,1
711.33,4,2.27,2.09,0
1899.3,3,8.8,6.2,1
864.41,2,3.78,4.39,0
1131.51,2,3.48,4.47,0
1545.95,5,10.0,8.18,1
1480.48,2,7.59,4.71,1
1402.17,2,8.02,6.12,1
682.98,3,6.62,5.18,0
1667.57,2,7.56,6.26,0
1038.87,2,2.57,4.83,0
853.83,2,6.95,5.06,1
639.55,3,4.46,3.64,0
1333.37,1,7.58,6.61,1
1534.65,3,7.95,6.86,1
726.52,3,10.0,7.68,0
674.64,3,4.96,3.95,0
835.59,1,6.89,4.75,0
1269.84,3,4.32,6.41,0
935.59,2,5.05,0.63,0
1193.46,3,8.83,7.68,0
550.0,4,5.25,3.76,0
550.0,2,6.21,4.03,1
839.98,3,9.39,8.42,1
1440.88,3,7.95,3.68,1
757.1,1,3.99,3.9,0
723.29,3,6.48,8.64,1
620.11,2,6.3,0.75,1
550.0,2,7.55,3.47,0
1571.87,3,5.37,6.14,1
1340.98,2,6.0,2.42,0
1349.44,4,9.4,3.95,1
1806.23,1,7.81,7.84,1
913.16,2,6.1,3.11,1
1099.56,3,7.66,4.39,1
920.05,3,8.95,4.97,0
550.0,2,7.28,2.01,0
1417.61,3,9.15,4.13,1
1509.24,3,5.84,6.9,1
1332.75,2,3.48,5.55,0
661.47,2,8.04,3.37,0
1508.28,2,4.65,2.68,0
1005.21,4,8.27,7.21,1
646.13,3,7.11,3.06,0
550.0,3,5.42,2.51,1
550.0,3,5.02,4.15,0
1008.86,2,6.18,5.27,1
1670.89,2,6.99,6.37,1
550.0,5,10.0,5.47,1
1317.5,4,9.55,6.59,1
609.19,3,7.3,6.92,0
1504.65,1,8.77,6.25,0
550.0,2,4.71,2.45,0
1483.89,2,7.91,4.75,0
550.0,2,7.56,4.02,0
1175.07,4,8.58,4.79,1
954.82,5,9.98,8.27,0
1294.79,4,10.0,3.78,0
1836.82,2,7.05,4.79,1
1453.22,4,5.99,5.15,1
550.0,3,3.74,0.69,0
734.59,3,5.3,4.94,0
1114.19,3,7.94,7.29,0
1225.45,3,8.85,5.14,1
1316.24,2,7.52,6.88,1
1519.25,3,6.9,5.5,1
1338.02,4,9.3,7.77,1
862.58,3,8.92,6.07,0
1517.93,3,6.64,4.8,1
1310.14,3,7.54,6.42,1
682.33,2,8.32,5.17,0
550.0,4,6.97,7.35,0
1528.82,3,7.37,6.71,1
1364.11,2,5.33,4.31,0
2047.85,2,9.13,5.55,0
1313.46,3,9.19,5.65,1
1878.22,5,10.0,8.48,1
1382.19,4,7.21,7.18,0
1368.0,5,5.94,5.86,1
1808.55,3,6.61,2.67,1
1305.82,3,4.83,4.08,0
1724.89,3,4.41,3.41,1
1664.02,2,6.93,3.88,1
1383.96,4,6.56,4.06,1
550.0,5,8.07,4.06,0
679.42,2,6.62,5.3,0
1161.07,1,5.71,5.52,0
1284.31,5,8.11,6.68,1
1083.57,3,5.28,6.75,1
1272.98,1,3.51,2.58,0
754.89,3,6.71,5.2,1
550.0,2,7.35,3.0,0
1747.09,3,10.0,5.7,1
1479.17,3,10.0,3.92,1
1254.64,2,6.85,8.67,1
756.5,2,7.0,5.71,0
808.65,5,6.72,2.73,0
550.0,4,7.3,3.1,1
1169.09,3,7.94,4.04,1
1212.97,4,7.82,7.63,1
783.28,2,6.12,3.16,0
1579.72,4,9.28,2.36,1
1527.91,3,8.8,7.38,0
2105.87,2,9.54,9.56,1
550.0,4,8.55,3.16,0
550.0,1,4.98,0.34,0
1251.87,2,7.96,5.8,0
1091.89,1,6.19,5.96,0
550.0,3,6.16,3.6,0
1056.4,2,7.59,6.63,0
550.0,4,1.21,0.62,0
1535.24,3,9.35,6.01,1
946.99,3,8.07,4.68,0
1280.96,2,2.68,2.3,0
1106.25,4,5.44,5.98,1
550.0,2,6.76,1.56,0
753.57,5,10.0,5.0,1
1174.24,3,10.0,8.92,1
1035.22,5,10.0,7.2,1
1092.84,3,5.73,4.21,0
550.0,4,6.59,6.0,1
583.5,2,3.71,3.11,0
579.17,3,8.35,7.6,1
696.83,3,6.88,6.35,1
1999.12,2,5.03,4.39,1
1269.2,5,5.95,7.13,1
594.02,3,4.79,4.03,1
1599.49,1,6.77,6.86,1
769.16,2,5.19,2.58,0
1313.83,4,4.74,5.81,0
550.0,4,10.0,3.52,0
1580.25,3,7.57,2.08,0
1048.11,3,5.91,4.34,0
1662.42,4,8.95,5.62,1
1000.08,3,6.16,4.67,0
1302.95,3,7.63,6.72,0
762.27,3,5.38,2.62,0
557.05,3,5.54,3.25,0
749.05,1,4.11,4.6,0
550.0,4,7.53,7.5,0
1619.25,3,9.12,7.04,1
1534.67,6,8.71,6.49,0
550.0,3,9.97,5.62,0
1070.0,5,10.0,3.04,1
1033.49,3,5.75,4.73,1
550.0,5,7.86,3.19,1
783.15,2,3.82,5.11,0
1996.98,3,10.0,8.86,1
1749.76,4,9.48,5.97,0
1146.96,5,7.77,6.91,1
1135.53,3,8.08,3.91,0
952.63,4,7.08,4.32,0
550.0,2,8.04,5.27,1
728.55,2,5.02,3.94,0
559.86,3,7.67,3.96,0
550.0,3,4.12,3.23,0
1173.31,1,4.64,5.84,0
550.0,3,4.71,5.09,0
923.6,4,8.15,5.86,1
1435.76,3,3.06,1.5,1
550.0,1,2.92,3.63,1
1660.73,2,9.18,4.24,1
1564.31,4,7.71,7.3,1
1277.81,3,9.23,7.53,1
550.0,3,7.17,6.4,0
1076.92,2,3.84,5.44,1
1496.53,5,6.9,5.63,1
1280.56,2,4.14,3.26,0
1059.66,2,9.12,4.57,1
550.0,2,9.15,4.68,0
550.0,2,5.98,5.48,0
1481.34,5,9.69,5.85,1
1995.41,4,7.81,7.13,0
1397.88,2,7.45,6.67,1
679.29,2,2.83,0.64,0
1116.13,5,8.33,3.92,1
550.0,3,4.45,3.2,0
1028.83,4,7.93,5.05,0
2490.43,4,9.54,8.09,1
624.05,2,7.01,7.89,0
1819.02,3,7.03,5.13,1
1739.49,2,7.9,6.6,1
563.95,4,6.6,2.22,1
550.0,1,6.97,6.42,0
960.58,1,4.81,0.58,0
888.38,1,3.65,0.42,0
550.0,3,2.05,3.1,0
1516.79,4,9.66,6.21,1
550.0,2,2.56,2.34,0
834.77,4,9.2,6.13,1
1116.34,3,7.83,7.37,0
550.0,1,4.59,3.49,0
1099.16,3,6.74,4.15,1
1475.81,4,4.96,5.39,0
747.84,2,3.11,2.29,0
1286.95,3,4.44,5.71,0
1458.01,3,10.0,6.59,1
844.67,4,9.09,7.93,1
550.0,4,9.26,4.53,1
550.0,4,5.31,2.99,1
785.79,3,7.7,5.63,0
1594.84,3,7.63,4.72,1
559.1,1,5.2,0.57,0
1630.18,4,7.62,8.13,0
672.57,4,9.14,1.86,0
1274.45,3,8.48,7.22,1
1229.92,4,8.11,4.8,1
770.0,3,5.57,4.03,1
1406.63,3,6.65,4.59,1
1325.96,3,10.0,7.64,1
780.03,4,8.11,5.1,1
1546.85,3,7.66,8.33,1
1765.92,1,5.04,7.67,0
1454.5,4,4.77,5.4,1
696.19,4,4.99,1.53,0
998.58,3,7.01,3.47,0
550.0,1,5.46,3.77,0
1003.45,3,7.42,8.6,1
1390.12,6,9.16,5.89,1
1328.99,3,8.67,6.14,1
1118.5,1,7.65,2.08,0
1183.17,4,10.0,5.8,1
1055.93,3,7.57,2.51,0
950.3,3,4.39,2.84,0
1396.47,3,6.41,5.73,1
1693.55,3,6.76,6.05,0
1054.36,4,7.89,5.76,1
1837.05,4,6.73,7.9,0
1110.45,3,10.0,6.07,1
774.9,4,7.42,7.21,0
1491.62,3,4.45,5.38,0
1558.41,2,10.0,5.98,0
574.1,3,3.13,0.99,1
1334.77,3,6.7,7.5,0
934.62,4,9.68,5.27,1
1458.8,3,7.27,5.05,1
550.0,3,5.65,4.58,0
550.0,6,9.71,3.97,1
623.86,3,6.41,7.55,1
1572.67,1,5.76,5.15,0
661.77,2,6.15,5.55,0
550.0,3,4.66,3.7,0
550.0,2,3.18,1.69,0
550.0,6,9.17,3.53,1
730.3,4,6.34,5.92,0
852.22,3,8.09,5.01,0
821.43,3,8.24,4.44,1
550.0,5,6.38,5.32,0
1022.41,3,8.9,3.88,1
786.76,2,6.68,6.61,1
679.22,3,4.02,3.26,0
550.0,2,5.18,4.77,0
1511.53,3,7.44,6.42,1
1309.91,3,6.59,1.84,1
628.62,2,8.4,1.62,0
609.69,5,8.71,4.23,1
917.46,3,6.42,2.84,0
1257.21,4,9.78,9.03,1
1929.33,4,9.81,5.29,1
1120.47,4,6.27,6.45,1
1965.66,3,3.98,5.87,1
1450.43,2,6.95,5.12,0
1572.46,3,4.22,9.42,1
1385.14,3,9.43,5.82,1
775.12,2,4.45,3.56,0
1517.06,3,6.98,8.58,1
1141.41,5,7.9,2.95,1
550.0,3,9.0,4.5,0
798.01,2,8.17,3.62,0
855.68,4,10.0,4.3,1
1264.65,3,3.36,6.26,1
641.2,3,6.66,5.67,0
1415.04,4,5.78,7.74,1
1363.61,3,4.88,2.34,0
1012.98,3,6.34,1.69,0
550.0,3,6.45,1.94,0
1644.34,2,5.92,5.24,1
550.0,4,5.86,1.66,0
1297.73,3,7.1,5.19,1
1492.49,3,8.99,10.0,1
550.0,3,6.17,4.31,0
1410.31,2,8.82,5.52,0
550.0,3,2.8,0.82,0
1362.68,3,5.7,3.71,0
1122.12,4,6.13,7.24,1
594.6,3,5.32,5.36,0
1557.14,3,7.29,5.71,0
1476.09,3,9.22,5.3,1
1410.81,2,8.48,6.08,1
1047.13,4,5.52,4.41,0
550.0,3,7.24,5.33,0
1055.34,3,6.08,2.85,1
1972.1,5,8.58,3.34,1
550.0,3,7.41,5.63,0
1635.13,3,6.61,6.96,1
1604.68,3,7.35,6.04,0
1510.98,2,8.93,6.08,0
550.0,2,5.24,6.02,0
667.3,3,2.71,2.13,1
550.0,3,5.46,3.81,0
927.32,3,3.84,7.03,1
859.94,1,5.81,3.2,0
550.0,4,6.4,3.45,0
550.0,1,0.22,0.62,1
1414.68,6,8.62,6.95,1
1173.95,4,8.48,3.98,0
550.0,2,5.07,4.02,0
934.87,2,4.96,6.55,1
1575.36,2,6.16,6.16,0
864.12,3,4.42,6.06,1
603.88,3,9.83,5.74,0
1312.12,4,7.75,5.29,0
1505.35,4,5.92,3.78,0
550.0,4,6.43,3.8,0
915.33,4,6.52,5.36,1
1405.16,3,7.7,6.23,1
625.88,2,7.61,4.35,0
550.0,3,5.63,5.12,0
1930.03,4,6.08,4.96,1
550.0,4,4.46,2.46,0
690.85,3,8.0,4.97,0
550.0,2,6.36,5.21,0
623.38,2,8.23,5.05,1
550.0,3,6.2,6.52,0
550.0,3,4.59,2.95,1
2084.5,4,6.32,7.67,1
1257.46,4,6.44,8.4,1
572.31,2,7.24,4.49,0
1311.71,3,2.9,3.35,0
550.0,3,7.06,4.84,0
1575.85,5,4.16,6.9,1
957.8,4,7.89,5.16,1
1438.77,4,6.69,5.78,1
2838.63,3,9.54,8.13,1
1014.03,3,10.0,4.06,0
1295.75,1,7.03,7.2,1
1075.66,4,9.89,7.91,1
1893.71,2,8.39,6.53,1
1601.24,3,6.7,4.86,1
1600.19,2,5.55,4.05,0
1803.59,2,7.77,8.49,1
849.96,3,8.09,5.01,1
2192.52,3,10.0,6.01,1
1463.33,3,4.25,2.09,0
550.0,2,5.39,1.78,0
762.03,3,3.22,2.05,0
550.0,3,2.95,4.13,0
2206.31,3,8.41,8.2,1
1502.44,5,9.04,7.85,1
2275.85,4,5.17,4.96,1
709.6,4,5.61,6.3,0
1573.65,3,5.76,5.45,1
1707.24,2,5.01,6.25,1
1013.37,3,9.39,6.17,0
1092.67,4,10.0,8.83,1
1920.59,4,8.04,7.29,1
1754.56,5,8.23,6.92,1
710.7,4,8.88,5.61,0
670.81,3,4.24,1.93,0
2061.42,2,8.5,6.03,0
1109.34,3,9.29,6.73,0
1391.97,3,9.46,8.76,0
